hashed_password,password,thread_count,time_to_crack
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,1,5101800
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,2,5031700
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,2,4464500
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,2,4233800
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,3,4333500
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,3,4316900
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,3,4258400
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,4,4277900
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,4,4306000
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,4,5161200
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,5,4325100
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,5,5197700
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,5,4261500
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,6,4465500
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,6,5209300
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,6,4458400
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,7,4549500
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,7,4395700
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,7,4457500
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,8,5622000
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,8,4400000
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,8,7247900
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,9,6870900
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,9,4591100
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,9,6547400
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,10,4899500
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,10,4836300
e124adcce1fb2f88e1ea799c3d0820845ed343e6c739e54131fcb3a56e4bc1bd,aba,10,4629700
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,1,4247500
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,1,5098000
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,1,4252900
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,2,4256700
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,2,4197900
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,2,4233400
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,3,5086500
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,3,5531400
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,3,5540900
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,4,4388500
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,4,4360400
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,4,4322900
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,5,5132900
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,5,4392900
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,5,4353000
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,6,4343300
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,6,6224100
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,6,4483500
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,7,4811300
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,7,5812800
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,7,4362600
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,8,4401900
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,8,5219200
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,8,6744400
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,9,4392300
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,9,5575000
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,9,5276300
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,10,6770500
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,10,6384700
715edf8ba8729420cd4d1ce85ed61954a9f531f8c548df728c407effe839296d,abb,10,6725700
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,1,4222000
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,1,5015700
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,1,5099000
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,2,4333700
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,2,4165100
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,2,4366200
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,3,5196300
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,3,5146800
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,3,4301700
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,4,4555400
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,4,4356800
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,4,5185600
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,5,4471700
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,5,4320900
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,5,5298200
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,6,4479000
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,6,4407300
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,6,5310900
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,7,4375500
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,7,4369800
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,7,9024600
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,8,13186600
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,8,12470200
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,8,9724800
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,9,12747800
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,9,6882300
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,9,6338600
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,10,14214600
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,10,6831400
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad,abc,10,7698100
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,1,5333800
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,1,5468700
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,1,5340300
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,2,5454400
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,2,5342000
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,2,5501400
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,3,5483000
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,3,5255000
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,3,4418200
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,4,5889600
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,4,5498600
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,4,5381200
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,5,4661700
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,5,4428000
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,5,6573300
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,6,4931000
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,6,4869600
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,6,4530800
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,7,4956900
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,7,4838400
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,7,4493600
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,8,6951000
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,8,6861000
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,8,4624300
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,9,4666100
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,9,4632500
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,9,7050100
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,10,7045000
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,10,5769000
5c28fab375d47994b30190b01338ea48daa0b307909a3d465a597772469633e1,aca,10,7071400
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,1,4586000
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,1,4644800
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,1,4825300
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,2,4517400
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,2,4442000
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,2,5280400
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,3,4411200
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,3,4363200
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,3,5262300
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,4,4865100
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,4,5315200
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,4,4472500
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,5,4713100
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,5,5534400
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,5,4431000
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,6,4857000
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,6,4815300
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,6,4497500
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,7,4837500
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,7,5331000
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,7,4473800
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,8,6889000
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,8,6829300
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,8,6899200
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,9,7034300
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,9,7088100
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,9,4752200
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,10,6895200
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,10,4740200
8e9766083b3bfc2003f791c9853941b0ea035d16379bfec16b72d376e272fa57,acb,10,6918400
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,1,5308300
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,1,5243600
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,1,5251000
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,2,5269600
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,2,4418300
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,2,5370800
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,3,5321400
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,3,4517800
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,3,5208200
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,4,4407100
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,4,4379700
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,4,4433500
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,5,5415700
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,5,5445200
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,5,4402200
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,6,6735800
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,6,4640000
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,6,4583800
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,7,4575600
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,7,4564300
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,7,7008000
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,8,4723000
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,8,4649700
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,8,6843100
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,9,6856900
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,9,4940100
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,9,4771800
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,10,4609200
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,10,7016000
414322309db5c06d090a2e922ccc3e00708c993b9b96405de127b7fd8da2dd21,acc,10,5080700
665edae6d52666d13e3573cc42f6799ca415b87312c3bd0fa37ea44e0de1fe64,baa,1,7807500
665edae6d52666d13e3573cc42f6799ca415b87312c3bd0fa37ea44e0de1fe64,baa,1,9437500
665edae6d52666d13e3573cc42f6799ca415b87312c3bd0fa37ea44e0de1fe64,baa,1,9643600
665edae6d52666d13e3573cc42f6799ca415b87312c3bd0fa37ea44e0de1fe64,baa,2,9691600
665edae6d52666d13e3573cc42f6799ca415b87312c3bd0fa37ea44e0de1fe64,baa,2,9484400
665edae6d52666d13e3573cc42f6799ca415b87312c3bd0fa37ea44e0de1fe64,baa,2,9491200
665edae6d52666d13e3573cc42f6799ca415b87312c3bd0fa37ea44e0de1fe64,baa,3,7998100
665edae6d52666d13e3573cc42f6799ca415b87312c3bd0fa37ea44e0de1fe64,baa,3,9570100
665edae6d52666d13e3573cc42f6799ca415b87312c3bd0fa37ea44e0de1fe64,baa,3,7799400
665edae6d52666d13e3573cc42f6799ca415b87312c3bd0fa37ea44e0de1fe64,baa,4,7884600
